meeting_id,meeting_type,date,duration_minutes,num_participants,transcript,transcript_length,num_utterances,avg_sentiment,sentiment_std,agenda_clear,on_time_start,stayed_on_topic,avg_speaking_time,participation_balance,questions_asked,action_items,decisions_made,usefulness_rating,action_completion_rate,effectiveness_score
MTG00367,Review,2025-05-19,67,3,Can everyone see the presentation? I'm excited about this direction. Let's move forward. Can everyone see the presentation? I'm concerned about the timeline here. Here are the key metrics from last week. The deadline for this is next Friday. The project timeline is on track. Can everyone see the presentation? Let me share my screen to show the data. Can everyone see the presentation? I'm excited about this direction. Let's move forward. I don't think we have enough information to decide. This se...,1273,32,0.504,0.222,1,1,0.695,22.33,0.889,2,2,4,4.5,0.567,74.8
MTG00368,Decision-Making,2025-09-20,42,4,This seems like a waste of time honestly. I'll take the action item to follow up. We should have resolved this weeks ago. We're making great progress on this. That's a really innovative approach. Great idea! Let's explore that further. Let's move to the next topic. The deadline for this is next Friday. Here are the key metrics from last week. The deadline for this is next Friday. Can everyone see the presentation? Let me share my screen to show the data. We should have resolved this weeks ago. L...,957,25,0.505,0.201,1,1,0.666,10.5,0.9,0,2,2,4.0,0.699,74.2
MTG00369,Planning,2025-10-03,92,4,Let's move to the next topic. This meeting could have been an email. Here are the key metrics from last week. I think we've reached a good decision here. This meeting could have been an email. This seems like a waste of time honestly. I appreciate everyone's input today. I'll take the action item to follow up. I'll send out the meeting notes later. We have three items on the agenda today. The project timeline is on track. I appreciate everyone's input today. I'll take the action item to follow u...,1503,37,0.508,0.209,1,0,0.512,23.0,0.895,0,3,0,3.7,0.445,62.4
MTG00370,Retrospective,2025-07-14,34,4,Let's move to the next topic. That's a really innovative approach. Let me share my screen to show the data. This is exactly what we need. Well done. This solution addresses our concerns perfectly. I'll send out the meeting notes later. I'll send out the meeting notes later. The deadline for this is next Friday. We've discussed this several times already. The deadline for this is next Friday. The project timeline is on track. I'll send out the meeting notes later. We should schedule a follow-up m...,624,16,0.529,0.186,0,1,0.801,8.5,0.907,4,4,5,3.4,0.483,62.2
MTG00371,Standup,2025-09-16,5,8,I'll send out the meeting notes later. We're making great progress on this. This doesn't align with our objectives. Here are the key metrics from last week. I think we've reached a good decision here. We're going in circles on this topic. Here are the key metrics from last week. Excellent point. I hadn't considered that. That's a really innovative approach. We should schedule a follow-up meeting....,399,10,0.514,0.203,1,1,0.853,0.62,0.899,4,1,0,4.2,0.596,77.1
MTG00372,Brainstorming,2025-09-17,64,5,This doesn't align with our objectives. We should schedule a follow-up meeting. I agree with this approach. It makes sense. I'll send out the meeting notes later. Here are the key metrics from last week. Excellent point. I hadn't considered that. The project timeline is on track. This solution addresses our concerns perfectly. I think we've reached a good decision here. We should schedule a follow-up meeting. We're making great progress on this. We should schedule a follow-up meeting. Here are t...,1058,26,0.517,0.192,1,1,0.697,12.8,0.904,1,1,3,3.5,0.675,73.3
MTG00373,Status Update,2025-07-13,6,8,This is exactly what we need. Well done. I think we've reached a good decision here. I agree with this approach. It makes sense. I appreciate everyone's input today. I'm not sure this is the right approach. Excellent point. I hadn't considered that. This is exactly what we need. Well done. I'm excited about this direction. Let's move forward. I disagree with this direction completely. I'm excited about this direction. Let's move forward. I agree with this approach. It makes sense. Excellent poin...,565,13,0.62,0.151,1,1,0.739,0.75,0.924,2,1,0,4.1,0.664,76.7
MTG00374,Status Update,2025-06-19,13,5,I don't think we have enough information to decide. We have three items on the agenda today. We have three items on the agenda today. The project timeline is on track. I don't think we have enough information to decide. I'll send out the meeting notes later. We should have resolved this weeks ago. The deadline for this is next Friday. I'm excited about this direction. Let's move forward. I'll take the action item to follow up....,430,10,0.335,0.211,0,1,0.734,2.6,0.894,3,2,0,3.2,0.499,52.5
MTG00375,All-Hands,2025-10-27,71,58,Great idea! Let's explore that further. We've discussed this several times already. We should schedule a follow-up meeting. This seems like a waste of time honestly. This solution addresses our concerns perfectly. I'll send out the meeting notes later. Excellent point. I hadn't considered that. This seems like a waste of time honestly. I'm not sure this is the right approach. Let me share my screen to show the data. Can everyone see the presentation? We have three items on the agenda today. This...,1420,35,0.455,0.24,0,1,0.673,1.22,0.88,13,4,3,3.0,0.51,57.1
MTG00376,Standup,2025-10-19,7,3,Let me share my screen to show the data. I'm excited about this direction. Let's move forward. The deadline for this is next Friday. We're making great progress on this. This solution addresses our concerns perfectly. The deadline for this is next Friday. Excellent point. I hadn't considered that. Let me share my screen to show the data. That's a really innovative approach. I'll take the action item to follow up. We should have resolved this weeks ago. Let me share my screen to show the data. Th...,689,17,0.544,0.156,0,0,0.715,2.33,0.922,1,2,1,2.4,0.369,46.6
MTG00377,Planning,2025-06-07,22,8,Great idea! Let's explore that further. I appreciate everyone's input today. I'm concerned about the timeline here. I'll take the action item to follow up. I don't think we have enough information to decide. I'll take the action item to follow up. I'll take the action item to follow up. I agree with this approach. It makes sense. Let me share my screen to show the data. I'll send out the meeting notes later. Let me share my screen to show the data. Great idea! Let's explore that further....,492,12,0.524,0.188,1,1,0.593,2.75,0.906,1,7,2,4.5,0.661,78.9
MTG00378,Decision-Making,2025-09-19,29,4,I agree with this approach. It makes sense. I'll take the action item to follow up. I agree with this approach. It makes sense. This is exactly what we need. Well done. This is exactly what we need. Well done. I'm not sure this is the right approach. I'll send out the meeting notes later. That's a really innovative approach. We have three items on the agenda today. Let's move to the next topic. This solution addresses our concerns perfectly. The project timeline is on track. I'm concerned about ...,978,24,0.507,0.186,1,0,0.484,7.25,0.907,2,4,1,3.5,0.558,63.8
MTG00379,Standup,2025-11-04,18,4,Let's move to the next topic. Let me share my screen to show the data. This seems like a waste of time honestly. I'll take the action item to follow up. We should schedule a follow-up meeting. I'll take the action item to follow up. We've discussed this several times already. I'm excited about this direction. Let's move forward. Here are the key metrics from last week. Let's move to the next topic. Great idea! Let's explore that further. We have three items on the agenda today. Excellent point. ...,683,17,0.574,0.209,1,1,0.486,4.5,0.896,1,2,0,4.2,0.677,71.1
MTG00380,Retrospective,2025-06-23,43,3,This doesn't align with our objectives. We're going in circles on this topic. I agree with this approach. It makes sense. Here are the key metrics from last week. Let's move to the next topic. I'll send out the meeting notes later. This is exactly what we need. Well done. This solution addresses our concerns perfectly. The deadline for this is next Friday. Let's move to the next topic. We should schedule a follow-up meeting. We have three items on the agenda today. This solution addresses our co...,1113,28,0.489,0.21,1,1,0.592,14.33,0.895,0,3,0,3.8,0.519,74.0
